transaction_id,user_id,product_id,transaction_date,quantity,price,subtotal,tax,shipping,discount,discount_code,total,payment_method,status,campaign_id,created_at
3978,1022,29,2023-03-31T00:00:00,1,174,354,28.32,0,0,,382.32,paypal,completed,,2023-03-31T00:00:00
3596,1022,62,2023-05-04T00:00:00,1,18,28,2.24,8.0,0,,38.24,apple_pay,completed,,2023-05-04T00:00:00
3596,1022,52,2023-05-04T00:00:00,1,10,28,2.24,8.0,0,,38.24,apple_pay,completed,,2023-05-04T00:00:00
3980,1022,23,2022-04-30T00:00:00,1,149,149,11.92,0,0,,160.92,google_pay,completed,,2022-04-30T00:00:00
3981,1024,44,2023-05-02T00:00:00,1,430,595,47.6,0,0,,642.6,apple_pay,completed,,2023-05-02T00:00:00
3981,1024,50,2023-05-02T00:00:00,1,165,595,47.6,0,0,,642.6,apple_pay,completed,,2023-05-02T00:00:00
3982,1025,16,2021-06-12T00:00:00,1,113,113,9.04,0,0,,122.03999999999999,google_pay,completed,,2021-06-12T00:00:00
3983,1025,6,2022-02-11T00:00:00,1,1306,1745,139.6,0,0,,1884.6,google_pay,completed,,2022-02-11T00:00:00
3983,1025,5,2022-02-11T00:00:00,1,389,1745,139.6,0,0,,1884.6,google_pay,completed,,2022-02-11T00:00:00
3983,1025,59,2022-02-11T00:00:00,1,50,1745,139.6,0,0,,1884.6,google_pay,completed,,2022-02-11T00:00:00
3984,1025,17,2022-06-25T00:00:00,1,53,166,13.28,0,0,,179.28,apple_pay,completed,,2022-06-25T00:00:00
3984,1025,16,2022-06-25T00:00:00,1,113,166,13.28,0,0,,179.28,apple_pay,completed,,2022-06-25T00:00:00
3985,1025,31,2023-11-09T00:00:00,1,70,118,9.44,0,6.94,FLASH20,120.5,paypal,completed,270,2023-11-09T00:00:00
3985,1025,36,2023-11-09T00:00:00,1,31,118,9.44,0,6.94,FLASH20,120.5,paypal,completed,270,2023-11-09T00:00:00
3985,1025,55,2023-11-09T00:00:00,1,17,118,9.44,0,6.94,FLASH20,120.5,paypal,completed,270,2023-11-09T00:00:00
3986,1025,50,2024-04-21T00:00:00,1,165,165,13.2,0,0,,178.2,apple_pay,completed,,2024-04-21T00:00:00
3987,1025,11,2021-01-06T00:00:00,1,245,915,73.2,0,0,,988.2,credit_card,completed,914,2021-01-06T00:00:00
3987,1025,2,2021-01-06T00:00:00,1,670,915,73.2,0,0,,988.2,credit_card,completed,914,2021-01-06T00:00:00
3988,1025,10,2024-06-20T00:00:00,1,1377,1495,119.6,0,0,,1614.6,credit_card,completed,1044,2024-06-20T00:00:00
3988,1025,19,2024-06-20T00:00:00,1,118,1495,119.6,0,0,,1614.6,credit_card,completed,1044,2024-06-20T00:00:00
3989,1025,49,2024-03-17T00:00:00,1,72,72,5.76,0,0,,77.76,paypal,completed,,2024-03-17T00:00:00
3990,1025,36,2024-10-04T00:00:00,1,31,31,2.48,8.0,0,,41.48,debit_card,completed,,2024-10-04T00:00:00
3991,1025,31,2020-11-09T00:00:00,1,70,70,5.6,0,0,,75.6,paypal,completed,,2020-11-09T00:00:00
3992,1025,55,2024-09-30T00:00:00,1,17,335,26.8,0,0,,361.8,,completed,1023,2024-09-30T00:00:00
3992,1025,46,2024-09-30T00:00:00,1,283,335,26.8,0,0,,361.8,,completed,1023,2024-09-30T00:00:00
3992,1025,52,2024-09-30T00:00:00,1,10,335,26.8,0,0,,361.8,,completed,1023,2024-09-30T00:00:00
3992,1025,63,2024-09-30T00:00:00,1,25,335,26.8,0,0,,361.8,,completed,1023,2024-09-30T00:00:00
3993,1025,16,2023-11-09T00:00:00,1,113,113,9.04,0,0,,122.03999999999999,debit_card,completed,,2023-11-09T00:00:00
3994,1026,16,2024-07-09T00:00:00,1,113,394,31.52,0,0,,425.52,credit_card,completed,1410,2024-07-09T00:00:00
3994,1026,19,2024-07-09T00:00:00,1,118,394,31.52,0,0,,425.52,credit_card,completed,1410,2024-07-09T00:00:00
3994,1026,64,2024-07-09T00:00:00,1,45,394,31.52,0,0,,425.52,credit_card,completed,1410,2024-07-09T00:00:00
3994,1026,19,2024-07-09T00:00:00,1,118,394,31.52,0,0,,425.52,credit_card,completed,1410,2024-07-09T00:00:00
3995,1026,41,2023-12-22T00:00:00,1,-268,0,0.0,8.0,0.0,WELCOME,8.0,google_pay,completed,1499,2023-12-22T00:00:00
3996,1026,5,2024-04-08T00:00:00,1,389,389,31.12,0,0,,420.12,google_pay,completed,,2024-04-08T00:00:00
3997,1026,18,2024-05-21T00:00:00,1,86,86,6.88,0,0,,92.88,google_pay,completed,,2024-05-21T00:00:00
3998,1026,19,2024-10-20T00:00:00,1,118,118,9.44,0,0,,127.44,,completed,,2024-10-20T00:00:00
3999,1027,29,2024-10-28T00:00:00,1,174,385,30.8,0,0,,415.8,google_pay,completed,1490,2024-10-28T00:00:00
3999,1027,38,2024-10-28T00:00:00,1,180,385,30.8,0,0,,415.8,google_pay,completed,1490,2024-10-28T00:00:00
3999,1027,36,2024-10-28T00:00:00,1,31,385,30.8,0,0,,415.8,google_pay,completed,1490,2024-10-28T00:00:00
4000,1027,47,2024-01-24T00:00:00,1,252,252,20.16,0,0,,272.16,credit_card,completed,,2024-01-24T00:00:00
4001,1027,63,2021-08-18T00:00:00,1,25,25,2.0,8.0,0,,35.0,paypal,completed,,2021-08-18T00:00:00
4002,1027,22,2022-11-10T00:00:00,1,127,127,10.16,0,0,,137.16,,cancelled,,2022-11-10T00:00:00
4003,1028,42,2024-04-14T00:00:00,1,264,264,21.12,0,0,,285.12,credit_card,completed,,2024-04-14T00:00:00
4004,1029,5,2023-09-18T00:00:00,1,389,389,31.12,0,0,,420.12,credit_card,completed,,2023-09-18T00:00:00
4005,1029,9,2022-08-22T00:00:00,1,201,201,16.08,0,0,,217.07999999999998,,completed,,2022-08-22T00:00:00
4006,1029,36,2023-10-23T00:00:00,1,31,31,2.48,8.0,0,,41.48,apple_pay,completed,838,2023-10-23T00:00:00
4007,1030,60,2022-02-06T00:00:00,1,28,122,9.76,0,0,,131.76,google_pay,completed,785,2022-02-06T00:00:00
4007,1030,25,2022-02-06T00:00:00,1,-202,122,9.76,0,0,,131.76,google_pay,completed,785,2022-02-06T00:00:00
4007,1030,64,2022-02-06T00:00:00,1,45,122,9.76,0,0,,131.76,google_pay,completed,785,2022-02-06T00:00:00
4007,1030,61,2022-02-06T00:00:00,1,49,122,9.76,0,0,,131.76,google_pay,completed,785,2022-02-06T00:00:00
4008,1031,1,2024-04-24T00:00:00,1,132,1509,120.72,0,0,,1629.72,apple_pay,completed,,2024-04-24T00:00:00
4008,1031,10,2024-04-24T00:00:00,1,1377,1509,120.72,0,0,,1629.72,apple_pay,completed,,2024-04-24T00:00:00
4009,1031,20,2024-11-18T00:00:00,1,160,160,12.8,0,0,,172.8,credit_card,completed,,2024-11-18T00:00:00
4010,1031,33,2021-11-12T00:00:00,1,253,253,20.24,0,0,,273.24,credit_card,completed,697,2021-11-12T00:00:00
4011,1031,53,2024-08-04T00:00:00,1,30,30,2.4,8.0,0,,40.4,apple_pay,completed,,2024-08-04T00:00:00
4012,1031,12,2021-04-23T00:00:00,1,1006,1006,80.48,0,0,,1086.48,google_pay,cancelled,684,2021-04-23T00:00:00
4013,1032,40,2022-08-16T00:00:00,1,313,313,25.04,0,0,,338.04,debit_card,completed,,2022-08-16T00:00:00
4014,1032,64,2024-04-29T00:00:00,1,45,45,3.6,8.0,0,,56.6,credit_card,completed,,2024-04-29T00:00:00
4015,1032,45,2024-12-23T00:00:00,1,430,1833,146.64,0,0,,1979.6399999999999,debit_card,completed,,2024-12-23T00:00:00
4015,1032,2,2024-12-23T00:00:00,1,670,1833,146.64,0,0,,1979.6399999999999,debit_card,completed,,2024-12-23T00:00:00
4015,1032,59,2024-12-23T00:00:00,1,50,1833,146.64,0,0,,1979.6399999999999,debit_card,completed,,2024-12-23T00:00:00
4015,1032,33,2024-12-23T00:00:00,1,253,1833,146.64,0,0,,1979.6399999999999,debit_card,completed,,2024-12-23T00:00:00
4015,1032,44,2024-12-23T00:00:00,1,430,1833,146.64,0,0,,1979.6399999999999,debit_card,completed,,2024-12-23T00:00:00
4016,1032,44,2024-06-22T00:00:00,1,430,430,34.4,0,0,,464.4,debit_card,completed,,2024-06-22T00:00:00
4017,1033,30,2023-07-08T00:00:00,1,90,1109,88.72,0,0,,1197.72,apple_pay,completed,,2023-07-08T00:00:00
4017,1033,14,2023-07-08T00:00:00,1,1019,1109,88.72,0,0,,1197.72,apple_pay,completed,,2023-07-08T00:00:00
4018,1033,35,2024-01-11T00:00:00,1,118,118,9.44,0,23.92,SAVE10,103.52,apple_pay,completed,657,2024-01-11T00:00:00
4019,1033,47,2024-05-08T00:00:00,1,252,1989,159.12,0,0,,2148.12,paypal,completed,,2024-05-08T00:00:00
4019,1033,19,2024-05-08T00:00:00,1,118,1989,159.12,0,0,,2148.12,paypal,completed,,2024-05-08T00:00:00
4019,1033,6,2024-05-08T00:00:00,1,1306,1989,159.12,0,0,,2148.12,paypal,completed,,2024-05-08T00:00:00
4019,1033,41,2024-05-08T00:00:00,1,-268,1989,159.12,0,0,,2148.12,paypal,completed,,2024-05-08T00:00:00
4019,1033,40,2024-05-08T00:00:00,1,313,1989,159.12,0,0,,2148.12,paypal,completed,,2024-05-08T00:00:00
4020,1033,60,2022-03-20T00:00:00,1,28,241,19.28,0,0,,260.28,apple_pay,completed,,2022-03-20T00:00:00
4020,1033,63,2022-03-20T00:00:00,1,25,241,19.28,0,0,,260.28,apple_pay,completed,,2022-03-20T00:00:00
4020,1033,61,2022-03-20T00:00:00,1,49,241,19.28,0,0,,260.28,apple_pay,completed,,2022-03-20T00:00:00
4020,1033,30,2022-03-20T00:00:00,1,90,241,19.28,0,0,,260.28,apple_pay,completed,,2022-03-20T00:00:00
4020,1033,61,2022-03-20T00:00:00,1,49,241,19.28,0,0,,260.28,apple_pay,completed,,2022-03-20T00:00:00
4021,1034,49,2024-12-22T00:00:00,1,72,307,24.56,0,0,,331.56,apple_pay,completed,,2024-12-22T00:00:00
4021,1034,50,2024-12-22T00:00:00,1,165,307,24.56,0,0,,331.56,apple_pay,completed,,2024-12-22T00:00:00
4021,1034,43,2024-12-22T00:00:00,1,70,307,24.56,0,0,,331.56,apple_pay,completed,,2024-12-22T00:00:00
4022,1034,21,2024-08-24T00:00:00,1,134,348,27.84,0,65.27,WELCOME,310.57,credit_card,completed,,2024-08-24T00:00:00
4022,1034,17,2024-08-24T00:00:00,1,53,348,27.84,0,65.27,WELCOME,310.57,credit_card,completed,,2024-08-24T00:00:00
4022,1034,15,2024-08-24T00:00:00,1,151,348,27.84,0,65.27,WELCOME,310.57,credit_card,completed,,2024-08-24T00:00:00
4022,1034,52,2024-08-24T00:00:00,1,10,348,27.84,0,65.27,WELCOME,310.57,credit_card,completed,,2024-08-24T00:00:00
4023,1034,3,2024-09-05T00:00:00,1,601,601,48.08,0,0,,649.08,apple_pay,completed,,2024-09-05T00:00:00
4024,1034,50,2024-05-14T00:00:00,1,165,165,13.2,0,0,,178.2,google_pay,completed,,2024-05-14T00:00:00
4025,1034,56,2024-11-13T00:00:00,1,15,15,1.2,8.0,0,,24.2,debit_card,completed,,2024-11-13T00:00:00
4026,1034,58,2024-10-12T00:00:00,1,47,47,3.76,8.0,0,,58.76,google_pay,completed,,2024-10-12T00:00:00
4027,1034,38,2024-07-04T00:00:00,1,180,791,63.28,0,0,,854.28,paypal,completed,950,2024-07-04T00:00:00
4027,1034,38,2024-07-04T00:00:00,1,180,791,63.28,0,0,,854.28,paypal,completed,950,2024-07-04T00:00:00
4027,1034,35,2024-07-04T00:00:00,1,118,791,63.28,0,0,,854.28,paypal,completed,950,2024-07-04T00:00:00
4027,1034,40,2024-07-04T00:00:00,1,313,791,63.28,0,0,,854.28,paypal,completed,950,2024-07-04T00:00:00
4028,1036,51,2023-06-17T00:00:00,1,109,1651,132.08,0,0,,1783.08,paypal,completed,1465,2023-06-17T00:00:00
4028,1036,10,2023-06-17T00:00:00,1,1377,1651,132.08,0,0,,1783.08,paypal,completed,1465,2023-06-17T00:00:00
4028,1036,50,2023-06-17T00:00:00,1,165,1651,132.08,0,0,,1783.08,paypal,completed,1465,2023-06-17T00:00:00
4029,1036,51,2024-08-02T00:00:00,1,109,109,8.72,0,0,,117.72,apple_pay,completed,,2024-08-02T00:00:00
4030,1036,58,2024-08-29T00:00:00,1,47,149,11.92,0,0,,160.92,debit_card,completed,764,2024-08-29T00:00:00
4030,1036,61,2024-08-29T00:00:00,1,49,149,11.92,0,0,,160.92,debit_card,completed,764,2024-08-29T00:00:00
4030,1036,17,2024-08-29T00:00:00,1,53,149,11.92,0,0,,160.92,debit_card,completed,764,2024-08-29T00:00:00
4031,1036,31,2023-12-24T00:00:00,1,70,225,18.0,0,0,,243.0,debit_card,completed,270,2023-12-24T00:00:00
4031,1036,56,2023-12-24T00:00:00,1,15,225,18.0,0,0,,243.0,debit_card,completed,270,2023-12-24T00:00:00
4031,1036,51,2023-12-24T00:00:00,1,109,225,18.0,0,0,,243.0,debit_card,completed,270,2023-12-24T00:00:00
4031,1036,54,2023-12-24T00:00:00,1,31,225,18.0,0,0,,243.0,debit_card,completed,270,2023-12-24T00:00:00
4032,1036,5,2024-05-20T00:00:00,1,389,389,31.12,0,0,,420.12,google_pay,completed,1411,2024-05-20T00:00:00
4033,1036,36,2023-09-16T00:00:00,1,31,309,24.72,0,0,,333.72,google_pay,completed,,2023-09-16T00:00:00
4033,1036,38,2023-09-16T00:00:00,1,180,309,24.72,0,0,,333.72,google_pay,completed,,2023-09-16T00:00:00
4033,1036,28,2023-09-16T00:00:00,1,98,309,24.72,0,0,,333.72,google_pay,completed,,2023-09-16T00:00:00
4034,1036,22,2023-11-01T00:00:00,1,127,278,22.24,0,0,,300.24,google_pay,completed,271,2023-11-01T00:00:00
4034,1036,15,2023-11-01T00:00:00,1,151,278,22.24,0,0,,300.24,google_pay,completed,271,2023-11-01T00:00:00
4035,1036,59,2024-01-03T00:00:00,1,50,148,11.84,0,13.96,VIP15,145.88,apple_pay,completed,462,2024-01-03T00:00:00
4035,1036,60,2024-01-03T00:00:00,1,28,148,11.84,0,13.96,VIP15,145.88,apple_pay,completed,462,2024-01-03T00:00:00
4035,1036,59,2024-01-03T00:00:00,1,50,148,11.84,0,13.96,VIP15,145.88,apple_pay,completed,462,2024-01-03T00:00:00
4035,1036,57,2024-01-03T00:00:00,1,20,148,11.84,0,13.96,VIP15,145.88,apple_pay,completed,462,2024-01-03T00:00:00
4036,1036,54,2023-07-03T00:00:00,1,31,41,3.28,8.0,0,,52.28,google_pay,completed,,2023-07-03T00:00:00
4036,1036,52,2023-07-03T00:00:00,1,10,41,3.28,8.0,0,,52.28,google_pay,completed,,2023-07-03T00:00:00
4037,1036,42,2024-09-18T00:00:00,1,264,742,59.36,0,0,,801.36,,completed,1025,2024-09-18T00:00:00
4037,1036,48,2024-09-18T00:00:00,1,406,742,59.36,0,0,,801.36,,completed,1025,2024-09-18T00:00:00
4037,1036,49,2024-09-18T00:00:00,1,72,742,59.36,0,0,,801.36,,completed,1025,2024-09-18T00:00:00
4038,1037,64,2024-09-09T00:00:00,1,45,328,26.24,0,0,,354.24,credit_card,completed,,2024-09-09T00:00:00
4038,1037,63,2024-09-09T00:00:00,1,25,328,26.24,0,0,,354.24,credit_card,completed,,2024-09-09T00:00:00
4038,1037,39,2024-09-09T00:00:00,1,258,328,26.24,0,0,,354.24,credit_card,completed,,2024-09-09T00:00:00
4039,1038,30,2024-01-04T00:00:00,1,90,90,7.2,0,0,,97.2,paypal,completed,980,2024-01-04T00:00:00
4040,1038,62,2023-10-31T00:00:00,1,18,18,1.44,8.0,0,,27.44,apple_pay,completed,,2023-10-31T00:00:00
4041,1038,43,2023-03-13T00:00:00,1,70,850,68.0,0,0,,918.0,,completed,,2023-03-13T00:00:00
4041,1038,49,2023-03-13T00:00:00,1,72,850,68.0,0,0,,918.0,,completed,,2023-03-13T00:00:00
4041,1038,41,2023-03-13T00:00:00,1,-268,850,68.0,0,0,,918.0,,completed,,2023-03-13T00:00:00
4041,1038,7,2023-03-13T00:00:00,1,708,850,68.0,0,0,,918.0,,completed,,2023-03-13T00:00:00
4042,1038,62,2022-07-29T00:00:00,1,18,18,1.44,8.0,0,,27.44,credit_card,completed,748,2022-07-29T00:00:00
4043,1039,54,2024-12-01T00:00:00,1,31,484,38.72,0,0,,522.72,credit_card,completed,,2024-12-01T00:00:00
4043,1039,47,2024-12-01T00:00:00,1,252,484,38.72,0,0,,522.72,credit_card,completed,,2024-12-01T00:00:00
4043,1039,9,2024-12-01T00:00:00,1,201,484,38.72,0,0,,522.72,credit_card,completed,,2024-12-01T00:00:00
4044,1039,57,2024-12-17T00:00:00,1,20,20,1.6,8.0,0,,29.6,debit_card,completed,,2024-12-17T00:00:00
4045,1039,33,2024-12-13T00:00:00,1,253,253,20.24,0,0,,273.24,apple_pay,completed,,2024-12-13T00:00:00
4046,1039,12,2024-12-20T00:00:00,1,1006,1006,80.48,0,188.3,SAVE10,898.1800000000001,debit_card,completed,,2024-12-20T00:00:00
4047,1039,62,2024-12-07T00:00:00,1,18,85,6.8,0,0,,91.8,credit_card,completed,372,2024-12-07T00:00:00
4047,1039,59,2024-12-07T00:00:00,1,50,85,6.8,0,0,,91.8,credit_card,completed,372,2024-12-07T00:00:00
4047,1039,55,2024-12-07T00:00:00,1,17,85,6.8,0,0,,91.8,credit_card,completed,372,2024-12-07T00:00:00
4048,1039,6,2024-12-26T00:00:00,1,1306,1306,104.48,0,0,,1410.48,credit_card,completed,,2024-12-26T00:00:00
4049,1040,53,2024-06-10T00:00:00,1,30,842,67.36,0,0,,909.36,,completed,,2024-06-10T00:00:00
4049,1040,48,2024-06-10T00:00:00,1,406,842,67.36,0,0,,909.36,,completed,,2024-06-10T00:00:00
4049,1040,48,2024-06-10T00:00:00,1,406,842,67.36,0,0,,909.36,,completed,,2024-06-10T00:00:00
4050,1040,14,2023-11-09T00:00:00,1,1019,1019,81.52,0,0,,1100.52,apple_pay,completed,,2023-11-09T00:00:00
4051,1040,62,2024-06-05T00:00:00,1,18,342,27.36,0,0,,369.36,credit_card,completed,,2024-06-05T00:00:00
4051,1040,55,2024-06-05T00:00:00,1,17,342,27.36,0,0,,369.36,credit_card,completed,,2024-06-05T00:00:00
4051,1040,56,2024-06-05T00:00:00,1,15,342,27.36,0,0,,369.36,credit_card,completed,,2024-06-05T00:00:00
4051,1040,11,2024-06-05T00:00:00,1,245,342,27.36,0,0,,369.36,credit_card,completed,,2024-06-05T00:00:00
4051,1040,58,2024-06-05T00:00:00,1,47,342,27.36,0,0,,369.36,credit_card,completed,,2024-06-05T00:00:00
4052,1041,41,2024-12-28T00:00:00,1,-268,70,5.6,0,0,,75.6,paypal,completed,,2024-12-28T00:00:00
4052,1041,43,2024-12-28T00:00:00,1,70,70,5.6,0,0,,75.6,paypal,completed,,2024-12-28T00:00:00
4053,1041,46,2024-10-01T00:00:00,1,283,353,28.24,0,0,,381.24,credit_card,completed,,2024-10-01T00:00:00
4053,1041,43,2024-10-01T00:00:00,1,70,353,28.24,0,0,,381.24,credit_card,completed,,2024-10-01T00:00:00
4054,1041,38,2024-11-19T00:00:00,1,180,215,17.2,0,0,,232.2,google_pay,completed,50,2024-11-19T00:00:00
4054,1041,26,2024-11-19T00:00:00,1,35,215,17.2,0,0,,232.2,google_pay,completed,50,2024-11-19T00:00:00
4055,1042,7,2024-07-25T00:00:00,1,708,708,56.64,0,0,,764.64,credit_card,completed,,2024-07-25T00:00:00
4056,1042,55,2024-08-04T00:00:00,1,17,47,3.76,8.0,0,,58.76,credit_card,completed,1071,2024-08-04T00:00:00
4056,1042,53,2024-08-04T00:00:00,1,30,47,3.76,8.0,0,,58.76,credit_card,completed,1071,2024-08-04T00:00:00
4057,1043,60,2024-03-08T00:00:00,1,28,123,9.84,0,0,,132.84,apple_pay,completed,,2024-03-08T00:00:00
4057,1043,59,2024-03-08T00:00:00,1,50,123,9.84,0,0,,132.84,apple_pay,completed,,2024-03-08T00:00:00
4057,1043,64,2024-03-08T00:00:00,1,45,123,9.84,0,0,,132.84,apple_pay,completed,,2024-03-08T00:00:00
1725,1043,47,2023-05-11T00:00:00,1,252,252,20.16,0,0,,272.16,apple_pay,completed,,2023-05-11T00:00:00
4059,1043,11,2021-09-15T00:00:00,1,245,245,19.6,0,0,,264.6,credit_card,completed,,2021-09-15T00:00:00
4060,1043,58,2022-05-25T00:00:00,1,47,92,7.36,0,0,,99.36,google_pay,completed,,2022-05-25T00:00:00
4060,1043,64,2022-05-25T00:00:00,1,45,92,7.36,0,0,,99.36,google_pay,completed,,2022-05-25T00:00:00
4061,1044,6,2024-10-17T00:00:00,1,1306,1695,135.6,0,0,,1830.6,apple_pay,completed,,2024-10-17T00:00:00
4061,1044,5,2024-10-17T00:00:00,1,389,1695,135.6,0,0,,1830.6,apple_pay,completed,,2024-10-17T00:00:00
4062,1044,57,2023-12-20T00:00:00,1,20,129,10.32,0,0,,139.32,,completed,,2023-12-20T00:00:00
4062,1044,51,2023-12-20T00:00:00,1,109,129,10.32,0,0,,139.32,,completed,,2023-12-20T00:00:00
4063,1044,33,2024-04-27T00:00:00,1,253,284,22.72,0,0,,306.72,paypal,completed,,2024-04-27T00:00:00
4063,1044,36,2024-04-27T00:00:00,1,31,284,22.72,0,0,,306.72,paypal,completed,,2024-04-27T00:00:00
4064,1044,32,2024-08-11T00:00:00,1,261,519,41.52,0,0,,560.52,google_pay,completed,211,2024-08-11T00:00:00
4064,1044,39,2024-08-11T00:00:00,1,258,519,41.52,0,0,,560.52,google_pay,completed,211,2024-08-11T00:00:00
4065,1044,1,2024-04-19T00:00:00,1,132,132,10.56,0,0,,142.56,apple_pay,completed,,2024-04-19T00:00:00
4066,1044,50,2023-08-30T00:00:00,1,165,165,13.2,0,0,,178.2,google_pay,completed,,2023-08-30T00:00:00
4067,1044,64,2024-04-29T00:00:00,1,45,45,3.6,8.0,0,,56.6,,completed,,2024-04-29T00:00:00
4068,1044,17,2024-03-09T00:00:00,1,53,53,4.24,0,0,,57.24,credit_card,completed,,2024-03-09T00:00:00
4069,1044,52,2023-09-12T00:00:00,1,10,10,0.8,8.0,0,,18.8,apple_pay,completed,,2023-09-12T00:00:00
4070,1044,2,2024-06-02T00:00:00,1,670,1907,152.56,0,0,,2059.56,credit_card,completed,163,2024-06-02T00:00:00
4070,1044,40,2024-06-02T00:00:00,1,313,1907,152.56,0,0,,2059.56,credit_card,completed,163,2024-06-02T00:00:00
4070,1044,8,2024-06-02T00:00:00,1,924,1907,152.56,0,0,,2059.56,credit_card,completed,163,2024-06-02T00:00:00
4071,1044,54,2023-08-11T00:00:00,1,31,287,22.96,0,0,,309.96,paypal,completed,890,2023-08-11T00:00:00
4071,1044,38,2023-08-11T00:00:00,1,180,287,22.96,0,0,,309.96,paypal,completed,890,2023-08-11T00:00:00
4071,1044,34,2023-08-11T00:00:00,1,66,287,22.96,0,0,,309.96,paypal,completed,890,2023-08-11T00:00:00
4071,1044,52,2023-08-11T00:00:00,1,10,287,22.96,0,0,,309.96,paypal,completed,890,2023-08-11T00:00:00
4072,1044,10,2023-10-15T00:00:00,1,1377,1377,110.16,0,0,,1487.16,debit_card,completed,,2023-10-15T00:00:00
4073,1045,29,2024-11-14T00:00:00,1,174,174,13.92,0,0,,187.92,apple_pay,completed,,2024-11-14T00:00:00
4074,1045,22,2024-01-14T00:00:00,1,127,127,10.16,0,0,,137.16,paypal,completed,,2024-01-14T00:00:00
4075,1045,62,2024-07-24T00:00:00,1,18,18,1.44,8.0,0,,27.44,paypal,completed,112,2024-07-24T00:00:00
4076,1046,6,2024-11-29T00:00:00,1,1306,1306,104.48,0,0,,1410.48,apple_pay,completed,,2024-11-29T00:00:00
4077,1046,1,2024-09-16T00:00:00,1,132,2130,170.4,0,503.53,VIP15,-1796.8700000000001,google_pay,completed,,2024-09-16T00:00:00
4077,1046,57,2024-09-16T00:00:00,1,20,2130,170.4,0,503.53,VIP15,-1796.8700000000001,google_pay,completed,,2024-09-16T00:00:00
4077,1046,10,2024-09-16T00:00:00,1,1377,2130,170.4,0,503.53,VIP15,-1796.8700000000001,google_pay,completed,,2024-09-16T00:00:00
4077,1046,3,2024-09-16T00:00:00,1,601,2130,170.4,0,503.53,VIP15,-1796.8700000000001,google_pay,completed,,2024-09-16T00:00:00
4078,1046,19,2023-12-14T00:00:00,1,118,519,41.52,0,0,,560.52,debit_card,completed,,2023-12-14T00:00:00
4078,1046,24,2023-12-14T00:00:00,1,200,519,41.52,0,0,,560.52,debit_card,completed,,2023-12-14T00:00:00
4078,1046,9,2023-12-14T00:00:00,1,201,519,41.52,0,0,,560.52,debit_card,completed,,2023-12-14T00:00:00
4079,1047,22,2024-12-26T00:00:00,1,127,197,15.76,0,0,,212.76,credit_card,completed,184,2024-12-26T00:00:00
4079,1047,43,2024-12-26T00:00:00,1,70,197,15.76,0,0,,212.76,credit_card,completed,184,2024-12-26T00:00:00
4080,1047,13,2024-12-23T00:00:00,1,341,361,28.88,0,0,,389.88,debit_card,completed,,2024-12-23T00:00:00
4080,1047,57,2024-12-23T00:00:00,1,20,361,28.88,0,0,,389.88,debit_card,completed,,2024-12-23T00:00:00
4081,1047,32,2024-12-29T00:00:00,1,261,632,50.56,0,0,,682.56,google_pay,completed,,2024-12-29T00:00:00
4081,1047,19,2024-12-29T00:00:00,1,118,632,50.56,0,0,,682.56,google_pay,completed,,2024-12-29T00:00:00
4081,1047,33,2024-12-29T00:00:00,1,253,632,50.56,0,0,,682.56,google_pay,completed,,2024-12-29T00:00:00
4082,1047,29,2024-12-28T00:00:00,1,174,174,13.92,0,0,,187.92,paypal,completed,,2024-12-28T00:00:00
4083,1047,8,2024-12-26T00:00:00,1,924,1104,88.32,0,0,,1192.32,paypal,completed,1490,2024-12-26T00:00:00
4083,1047,38,2024-12-26T00:00:00,1,180,1104,88.32,0,0,,1192.32,paypal,completed,1490,2024-12-26T00:00:00
4084,1047,22,2024-12-25T00:00:00,1,127,980,78.4,0,0,,1058.4,apple_pay,cancelled,184,2024-12-25T00:00:00
4084,1047,16,2024-12-25T00:00:00,1,113,980,78.4,0,0,,1058.4,apple_pay,cancelled,184,2024-12-25T00:00:00
4084,1047,2,2024-12-25T00:00:00,1,670,980,78.4,0,0,,1058.4,apple_pay,cancelled,184,2024-12-25T00:00:00
4084,1047,43,2024-12-25T00:00:00,1,70,980,78.4,0,0,,1058.4,apple_pay,cancelled,184,2024-12-25T00:00:00
4085,1051,40,2024-04-27T00:00:00,1,313,666,53.28,0,71.11,VIP15,648.17,google_pay,completed,,2024-04-27T00:00:00
4085,1051,46,2024-04-27T00:00:00,1,283,666,53.28,0,71.11,VIP15,648.17,google_pay,completed,,2024-04-27T00:00:00
4085,1051,43,2024-04-27T00:00:00,1,70,666,53.28,0,71.11,VIP15,648.17,google_pay,completed,,2024-04-27T00:00:00
4086,1051,49,2024-04-17T00:00:00,1,72,385,30.8,0,0,,415.8,apple_pay,completed,333,2024-04-17T00:00:00
4086,1051,37,2024-04-17T00:00:00,1,148,385,30.8,0,0,,415.8,apple_pay,completed,333,2024-04-17T00:00:00
4086,1051,50,2024-04-17T00:00:00,1,165,385,30.8,0,0,,415.8,apple_pay,completed,333,2024-04-17T00:00:00
4087,1052,30,2024-08-17T00:00:00,1,90,287,22.96,0,0,,309.96,apple_pay,completed,150,2024-08-17T00:00:00
4087,1052,37,2024-08-17T00:00:00,1,148,287,22.96,0,0,,309.96,apple_pay,completed,150,2024-08-17T00:00:00
4087,1052,61,2024-08-17T00:00:00,1,49,287,22.96,0,0,,309.96,apple_pay,completed,150,2024-08-17T00:00:00
