campaign_id,campaign_name,campaign_type,platform,product_id,start_date,end_date,budget,actual_spend,impressions,clicks,created_at
387,Video - Twitter - Mar2022,Video,Twitter,27,2022-03-06,2022-04-16,10149,11323.37,3188281,40525,2022-03-03T00:00:00
388,Video - Twitter - Mar2022,Video,Twitter,64,2022-03-06,2022-04-16,10149,11323.37,3188281,40525,2022-02-22T00:00:00
389,Email - Instagram - Nov2022,Email,Instagram,34,2022-11-05,2023-01-05,4470,4381.49,-1386927,62013,2022-11-03T00:00:00
390,Email - Instagram - Nov2022,Email,Instagram,52,2022-11-05,2023-01-05,4470,4381.49,-1386927,62013,2022-10-23T00:00:00
391,Email - Instagram - Nov2022,Email,Instagram,24,2022-11-05,2023-01-05,4470,4381.49,-1386927,62013,2022-10-28T00:00:00
392,Video - Google - Nov2022,Video,Google,46,2022-11-04,2022-12-31,148057,152604.12,66655941,4226504,2022-10-31T00:00:00
393,Social Media - TikTok - Dec2023,Social Media,TikTok,50,2023-12-23,2024-02-11,35899,32891.68,2989704,108461,2023-12-18T00:00:00
394,Social Media - Google - Nov2021,Social Media,Google,39,2021-11-03,2022-01-20,34166,32916.42,3703923,46114,2021-10-25T00:00:00
395,Social Media - Google - Nov2021,Social Media,Google,19,2021-11-03,2022-01-20,34166,32916.42,3703923,46114,2021-10-20T00:00:00
396,Social Media - Google - Nov2021,Social Media,Google,40,2021-11-03,2022-01-20,34166,32916.42,3703923,46114,2021-10-29T00:00:00
397,Social Media - Google - Nov2021,Social Media,Google,10,2021-11-03,2022-01-20,34166,32916.42,3703923,46114,2021-11-02T00:00:00
398,Social Media - Google - Nov2021,Social Media,Google,13,2021-11-03,2022-01-20,34166,32916.42,3703923,46114,2021-10-25T00:00:00
399,Influencer - LinkedIn - Aug2023,Influencer,LinkedIn,53,2023-08-20,2023-10-06,61635,68431.0,18079348,1289687,2023-08-08T00:00:00
400,Influencer - LinkedIn - Aug2023,Influencer,LinkedIn,21,2023-08-20,2023-10-06,61635,68431.0,18079348,1289687,2023-08-08T00:00:00
401,Influencer - LinkedIn - Aug2023,Influencer,LinkedIn,8,2023-08-20,2023-10-06,61635,68431.0,18079348,1289687,2023-08-19T00:00:00
402,Influencer - LinkedIn - Aug2023,Influencer,LinkedIn,48,2023-08-20,2023-10-06,61635,68431.0,18079348,1289687,2023-08-15T00:00:00
403,Email - TikTok - Sep2024,Email,TikTok,64,2024-09-19,2024-10-14,7268,6270.11,3106628,184859,2024-09-12T00:00:00
404,Email - TikTok - Sep2024,Email,TikTok,1,2024-09-19,2024-10-14,7268,6270.11,3106628,184859,2024-09-11T00:00:00
405,Email - TikTok - Sep2024,Email,TikTok,61,2024-09-19,2024-10-14,7268,6270.11,3106628,184859,2024-09-05T00:00:00
406,Email - TikTok - Sep2024,Email,TikTok,63,2024-09-19,2024-10-14,7268,6270.11,3106628,184859,2024-09-13T00:00:00
407,Email - TikTok - Sep2024,Email,TikTok,48,2024-09-19,2024-10-14,7268,6270.11,3106628,184859,2024-09-15T00:00:00
408,Email - Twitter - Apr2024,Email,Twitter,32,2024-04-19,2024-06-19,6356,6371.78,2918648,44292,2024-04-05T00:00:00
409,Search - LinkedIn - Apr2023,Search,LinkedIn,62,2023-04-03,2023-04-22,94997,111555.51,38233076,2912211,2023-03-29T00:00:00
410,Search - LinkedIn - Apr2023,Search,LinkedIn,61,2023-04-03,2023-04-22,94997,111555.51,38233076,2912211,2023-03-28T00:00:00
411,Search - LinkedIn - Apr2023,Search,LinkedIn,9,2023-04-03,2023-04-22,94997,111555.51,38233076,2912211,2023-03-23T00:00:00
412,Influencer - YouTube - Nov2020,Influencer,YouTube,38,2020-11-30,2021-02-14,32226,27990.55,6633681,300488,2020-11-27T00:00:00
413,Influencer - YouTube - Nov2020,Influencer,YouTube,55,2020-11-30,2021-02-14,32226,27990.55,6633681,300488,2020-11-26T00:00:00
414,Influencer - YouTube - Nov2020,Influencer,YouTube,23,2020-11-30,2021-02-14,32226,27990.55,6633681,300488,2020-11-27T00:00:00
415,Influencer - YouTube - Nov2020,Influencer,YouTube,12,2020-11-30,2021-02-14,32226,27990.55,6633681,300488,2020-11-26T00:00:00
416,Video - TikTok - Apr2024,Video,TikTok,3,2024-04-02,2024-06-24,50122,37373.03,3634779,39137,2024-03-27T00:00:00
417,Video - TikTok - Apr2024,Video,TikTok,2,2024-04-02,2024-06-24,50122,37373.03,3634779,39137,2024-04-01T00:00:00
418,Video - TikTok - Apr2024,Video,TikTok,44,2024-04-02,2024-06-24,50122,37373.03,3634779,39137,2024-04-01T00:00:00
419,Video - TikTok - Apr2024,Video,TikTok,30,2024-04-02,2024-06-24,50122,37373.03,3634779,39137,2024-03-22T00:00:00
420,Video - TikTok - Apr2024,Video,TikTok,39,2024-04-02,2024-06-24,50122,37373.03,3634779,39137,2024-03-24T00:00:00
421,Email - TikTok - Aug2022,Email,TikTok,50,2022-08-02,2022-10-25,651,779.2,103000,2732,2022-07-31T00:00:00
422,Email - TikTok - Aug2022,Email,TikTok,14,2022-08-02,2022-10-25,651,779.2,103000,2732,2022-08-01T00:00:00
423,Email - TikTok - Aug2022,Email,TikTok,11,2022-08-02,2022-10-25,651,779.2,103000,2732,2022-07-27T00:00:00
424,Search - Twitter - Dec2021,Search,Twitter,1,2021-12-19,2022-02-01,93558,78068.25,26421492,1545132,2021-12-11T00:00:00
425,Search - Twitter - Dec2021,Search,Twitter,57,2021-12-19,2022-02-01,93558,78068.25,26421492,1545132,2021-12-15T00:00:00
426,Search - Twitter - Dec2021,Search,Twitter,7,2021-12-19,2022-02-01,93558,78068.25,26421492,1545132,2021-12-12T00:00:00
427,Search - TikTok - May2023,Search,TikTok,36,2023-05-18,2023-07-29,55743,66425.59,15801863,1086510,2023-05-11T00:00:00
428,Search - TikTok - May2023,Search,TikTok,1,2023-05-18,2023-07-29,55743,66425.59,15801863,1086510,2023-05-06T00:00:00
429,Search - TikTok - May2023,Search,TikTok,27,2023-05-18,2023-07-29,55743,66425.59,15801863,1086510,2023-05-17T00:00:00
430,Search - TikTok - May2023,Search,TikTok,2,2023-05-18,2023-07-29,55743,66425.59,15801863,1086510,2023-05-05T00:00:00
431,Search - TikTok - May2023,Search,TikTok,55,2023-05-18,2023-07-29,55743,66425.59,15801863,1086510,2023-05-14T00:00:00
432,Email - LinkedIn - May2020,Email,LinkedIn,21,2020-05-06,2020-05-26,6568,5507.55,2655735,52208,2020-04-25T00:00:00
433,Influencer - Instagram - Feb2022,Influencer,Instagram,10,2022-02-01,2022-04-01,27946,27192.94,5150949,236461,2022-01-29T00:00:00
434,Influencer - Instagram - Feb2022,Influencer,Instagram,64,2022-02-01,2022-04-01,27946,27192.94,5150949,236461,2022-01-25T00:00:00
435,Video - LinkedIn - Sep2022,Video,LinkedIn,43,2022-09-02,2022-10-12,123265,100338.94,40886176,2356233,2022-08-19T00:00:00
436,Video - LinkedIn - Sep2022,Video,LinkedIn,42,2022-09-02,2022-10-12,123265,100338.94,40886176,2356233,2022-08-28T00:00:00
437,Video - LinkedIn - Sep2022,Video,LinkedIn,6,2022-09-02,2022-10-12,123265,100338.94,40886176,2356233,2022-08-19T00:00:00
438,Video - Facebook - Jan2022,Video,Facebook,13,2022-01-02,2022-03-27,10487,9168.48,3053021,6106042,2021-12-21T00:00:00
439,Video - Facebook - Jan2022,Video,Facebook,8,2022-01-02,2022-03-27,10487,9168.48,3053021,6106042,2021-12-23T00:00:00
440,Video - Facebook - Jan2022,Video,Facebook,21,2022-01-02,2022-03-27,10487,9168.48,3053021,6106042,2021-12-31T00:00:00
441,Video - Facebook - Jan2022,Video,Facebook,43,2022-01-02,2022-03-27,10487,9168.48,3053021,6106042,2021-12-21T00:00:00
442,Social Media - TikTok - Apr2022,Social Media,TikTok,40,2022-04-22,2022-06-14,43770,45619.0,22069577,1480371,2022-04-08T00:00:00
443,Social Media - TikTok - Apr2022,Social Media,TikTok,59,2022-04-22,2022-06-14,43770,45619.0,22069577,1480371,2022-04-19T00:00:00
444,Social Media - TikTok - Apr2022,Social Media,TikTok,33,2022-04-22,2022-06-14,43770,45619.0,22069577,1480371,2022-04-20T00:00:00
445,Display - TikTok - May2021,Display,TikTok,56,2021-05-09,2021-06-02,28148,29279.45,-11938576,697570,2021-04-30T00:00:00
446,Display - TikTok - May2021,Display,TikTok,50,2021-05-09,2021-06-02,28148,29279.45,-11938576,697570,2021-05-05T00:00:00
447,Display - TikTok - May2021,Display,TikTok,48,2021-05-09,2021-06-02,28148,29279.45,-11938576,697570,2021-05-07T00:00:00
448,Display - TikTok - May2021,Display,TikTok,34,2021-05-09,2021-06-02,28148,29279.45,-11938576,697570,2021-05-08T00:00:00
449,Email - Facebook - Feb2022,Email,Facebook,3,2022-02-07,2022-03-24,6195,5988.96,2295706,121501,2022-01-25T00:00:00
450,Email - Facebook - Feb2022,Email,Facebook,37,2022-02-07,2022-03-24,6195,5988.96,2295706,121501,2022-01-25T00:00:00
451,Search - LinkedIn - Mar2024,Search,LinkedIn,31,2024-03-20,2024-05-13,16147,15466.07,2976035,55868,2024-03-07T00:00:00
452,Search - LinkedIn - Mar2024,Search,LinkedIn,30,2024-03-20,2024-05-13,16147,15466.07,2976035,55868,2024-03-17T00:00:00
453,Search - LinkedIn - Mar2024,Search,LinkedIn,56,2024-03-20,2024-05-13,16147,15466.07,2976035,55868,2024-03-11T00:00:00
454,Search - LinkedIn - Mar2024,Search,LinkedIn,46,2024-03-20,2024-05-13,16147,15466.07,2976035,55868,2024-03-17T00:00:00
455,Video - Google - Oct2020,Video,Google,64,2020-10-08,2020-12-12,105616,126522.59,24619998,551877,2020-10-05T00:00:00
456,Video - Google - Oct2020,Video,Google,53,2020-10-08,2020-12-12,105616,126522.59,24619998,551877,2020-09-27T00:00:00
457,Search - LinkedIn - Jan2023,Search,LinkedIn,13,2023-01-31,2023-04-07,90069,70412.9,11988038,902205,2023-01-28T00:00:00
458,Search - LinkedIn - Jan2023,Search,LinkedIn,9,2023-01-31,2023-04-07,90069,70412.9,11988038,902205,2023-01-27T00:00:00
459,Display - Instagram - Nov2021,Display,Instagram,61,2021-11-21,2021-12-06,28695,33282.89,9573159,659224,2021-11-08T00:00:00
460,Search - LinkedIn - Jul2023,Search,LinkedIn,45,2023-07-06,2023-09-17,29275,31969.13,11594906,216807,2023-06-30T00:00:00
461,Search - LinkedIn - Jul2023,Search,LinkedIn,56,2023-07-06,2023-09-17,29275,31969.13,11594906,216807,2023-06-23T00:00:00
462,Display - TikTok - Dec2023,Display,TikTok,60,2023-12-13,2024-02-04,18367,18259.18,8075179,460097,2023-12-06T00:00:00
463,Display - TikTok - Dec2023,Display,TikTok,62,2023-12-13,2024-02-04,18367,18259.18,8075179,460097,2023-12-03T00:00:00
464,Display - TikTok - Dec2023,Display,TikTok,54,2023-12-13,2024-02-04,18367,18259.18,8075179,460097,2023-12-08T00:00:00
465,Display - TikTok - Dec2023,Display,TikTok,42,2023-12-13,2024-02-04,18367,18259.18,8075179,460097,2023-12-07T00:00:00
466,Display - YouTube - Apr2022,Display,YouTube,19,2022-04-26,2022-05-10,28513,27714.48,13520677,1071309,2022-04-16T00:00:00
467,Display - YouTube - Apr2022,Display,YouTube,1,2022-04-26,2022-05-10,28513,27714.48,13520677,1071309,2022-04-25T00:00:00
468,Display - YouTube - Apr2022,Display,YouTube,47,2022-04-26,2022-05-10,28513,27714.48,13520677,1071309,2022-04-25T00:00:00
469,Social Media - Google - Sep2022,Social Media,Google,60,2022-09-02,2022-11-23,49123,58096.49,16210695,1095058,2022-08-24T00:00:00
470,Social Media - Google - Sep2022,Social Media,Google,14,2022-09-02,2022-11-23,49123,58096.49,16210695,1095058,2022-08-23T00:00:00
471,Social Media - Google - Sep2022,Social Media,Google,40,2022-09-02,2022-11-23,49123,58096.49,16210695,1095058,2022-08-28T00:00:00
472,Social Media - Google - Sep2022,Social Media,Google,24,2022-09-02,2022-11-23,49123,58096.49,16210695,1095058,2022-08-24T00:00:00
473,Email - Twitter - Feb2024,Email,Twitter,25,2024-02-18,2024-04-04,4112,4695.2,1776727,135435,2024-02-10T00:00:00
474,Email - Twitter - Feb2024,Email,Twitter,27,2024-02-18,2024-04-04,4112,4695.2,1776727,135435,2024-02-16T00:00:00
475,Email - Twitter - Feb2024,Email,Twitter,59,2024-02-18,2024-04-04,4112,4695.2,1776727,135435,2024-02-04T00:00:00
476,Display - Twitter - Apr2021,Display,Twitter,48,2021-04-23,2021-06-12,16009,11374.8,5427066,249759,2021-04-13T00:00:00
477,Display - Twitter - Apr2021,Display,Twitter,63,2021-04-23,2021-06-12,16009,11374.8,5427066,249759,2021-04-12T00:00:00
478,Display - Twitter - Apr2021,Display,Twitter,52,2021-04-23,2021-06-12,16009,11374.8,5427066,249759,2021-04-10T00:00:00
479,Display - Twitter - Apr2021,Display,Twitter,61,2021-04-23,2021-06-12,16009,11374.8,5427066,249759,2021-04-14T00:00:00
480,Display - Twitter - Apr2021,Display,Twitter,36,2021-04-23,2021-06-12,16009,11374.8,5427066,249759,2021-04-11T00:00:00
481,Search - LinkedIn - Aug2023,Search,LinkedIn,5,2023-08-27,2023-10-11,13246,13922.48,6508370,247931,2023-08-13T00:00:00
482,Search - LinkedIn - Aug2023,Search,LinkedIn,53,2023-08-27,2023-10-11,13246,13922.48,6508370,247931,2023-08-24T00:00:00
483,Email - TikTok - Sep2022,Email,TikTok,46,2022-09-08,2022-10-30,724,823.09,403089,15125,2022-08-31T00:00:00
484,Email - TikTok - Sep2022,Email,TikTok,21,2022-09-08,2022-10-30,724,823.09,403089,15125,2022-09-05T00:00:00
485,Email - TikTok - Sep2022,Email,TikTok,39,2022-09-08,2022-10-30,724,823.09,403089,15125,2022-09-04T00:00:00
486,Email - TikTok - Sep2021,Email,TikTok,36,2021-09-29,2021-11-08,7979,6871.26,3242144,210808,2021-09-15T00:00:00
487,Email - TikTok - Sep2021,Email,TikTok,31,2021-09-29,2021-11-08,7979,6871.26,3242144,210808,2021-09-22T00:00:00
488,Email - TikTok - Sep2021,Email,TikTok,14,2021-09-29,2021-11-08,7979,6871.26,3242144,210808,2021-09-22T00:00:00
489,Search - Google - Oct2023,Search,Google,20,2023-10-03,2023-12-20,92255,97785.52,-44472147,1988821,2023-09-20T00:00:00
490,Search - Google - Oct2023,Search,Google,31,2023-10-03,2023-12-20,92255,97785.52,-44472147,1988821,2023-09-22T00:00:00
491,Search - Google - Oct2023,Search,Google,3,2023-10-03,2023-12-20,92255,97785.52,-44472147,1988821,2023-09-27T00:00:00
492,Search - Google - Oct2023,Search,Google,51,2023-10-03,2023-12-20,92255,97785.52,-44472147,1988821,2023-09-20T00:00:00
493,Search - Google - Oct2023,Search,Google,2,2023-10-03,2023-12-20,92255,97785.52,-44472147,1988821,2023-09-30T00:00:00
494,Video - Facebook - Jul2022,Video,Facebook,27,2022-07-04,2022-09-07,105450,124118.0,33622151,545094,2022-06-29T00:00:00
495,Video - Facebook - Jul2022,Video,Facebook,10,2022-07-04,2022-09-07,105450,124118.0,33622151,545094,2022-06-23T00:00:00
496,Influencer - Google - Jan2023,Influencer,Google,25,2023-01-28,2023-03-24,35610,26222.74,3976328,211526,2023-01-27T00:00:00
497,Display - LinkedIn - Jul2023,Display,LinkedIn,25,2023-07-10,2023-09-01,13772,9736.65,1571539,70423,2023-07-04T00:00:00
498,Display - LinkedIn - Jul2023,Display,LinkedIn,16,2023-07-10,2023-09-01,13772,9736.65,1571539,70423,2023-06-28T00:00:00
499,Display - LinkedIn - Jul2023,Display,LinkedIn,61,2023-07-10,2023-09-01,13772,9736.65,1571539,70423,2023-06-28T00:00:00
500,Display - LinkedIn - Jul2023,Display,LinkedIn,46,2023-07-10,2023-09-01,13772,9736.65,1571539,70423,2023-06-27T00:00:00
501,Social Media - Instagram - Feb2024,Social Media,Instagram,24,2024-02-19,2024-04-02,44410,47079.63,9840009,479176,2024-02-06T00:00:00
502,Social Media - Instagram - Feb2024,Social Media,Instagram,26,2024-02-19,2024-04-02,44410,47079.63,9840009,479176,2024-02-08T00:00:00
503,Social Media - Instagram - Feb2024,Social Media,Instagram,40,2024-02-19,2024-04-02,44410,47079.63,9840009,479176,2024-02-07T00:00:00
504,Social Media - Instagram - Feb2024,Social Media,Instagram,33,2024-02-19,2024-04-02,44410,47079.63,9840009,479176,2024-02-08T00:00:00
505,Social Media - Instagram - Feb2024,Social Media,Instagram,61,2024-02-19,2024-04-02,44410,47079.63,9840009,479176,2024-02-12T00:00:00
506,Social Media - Facebook - Nov2023,Social Media,Facebook,58,2023-11-18,2024-01-19,4639,4931.7,1716918,19107,2023-11-13T00:00:00
507,Video - Instagram - Mar2022,Video,Instagram,57,2022-03-23,2022-06-06,126125,114636.18,49687995,1929457,2022-03-16T00:00:00
508,Video - Instagram - Mar2022,Video,Instagram,38,2022-03-23,2022-06-06,126125,114636.18,49687995,1929457,2022-03-20T00:00:00
509,Video - Instagram - Mar2022,Video,Instagram,60,2022-03-23,2022-06-06,126125,114636.18,49687995,1929457,2022-03-15T00:00:00
510,Influencer - Twitter - Aug2023,Influencer,Twitter,40,2023-08-07,2023-10-31,67022,75508.76,37103489,2570807,2023-08-04T00:00:00
511,Influencer - Twitter - Aug2023,Influencer,Twitter,31,2023-08-07,2023-10-31,67022,75508.76,37103489,2570807,2023-08-02T00:00:00
512,Video - Instagram - Jun2024,Video,Instagram,6,2024-06-04,2024-06-21,57024,64727.44,30620156,1401957,2024-06-02T00:00:00
513,Video - Instagram - Jun2024,Video,Instagram,52,2024-06-04,2024-06-21,57024,64727.44,30620156,1401957,2024-06-02T00:00:00
514,Video - Instagram - Jun2024,Video,Instagram,59,2024-06-04,2024-06-21,57024,64727.44,30620156,1401957,2024-05-22T00:00:00
515,Video - Instagram - Jun2024,Video,Instagram,27,2024-06-04,2024-06-21,57024,64727.44,30620156,1401957,2024-05-22T00:00:00
516,Email - Instagram - Oct2023,Email,Instagram,26,2023-10-30,2023-11-20,2563,1872.19,614601,29118,2023-10-25T00:00:00
517,Email - Instagram - Oct2023,Email,Instagram,7,2023-10-30,2023-11-20,2563,1872.19,614601,29118,2023-10-23T00:00:00
518,Email - Instagram - Oct2023,Email,Instagram,31,2023-10-30,2023-11-20,2563,1872.19,614601,29118,2023-10-27T00:00:00
519,Social Media - Google - Mar2022,Social Media,Google,23,2022-03-31,2022-06-25,32098,33188.83,14351532,367632,2022-03-28T00:00:00
520,Email - LinkedIn - Dec2022,Email,LinkedIn,15,2022-12-05,2023-01-20,9045,7074.19,1268386,65093,2022-11-26T00:00:00
521,Email - LinkedIn - Dec2022,Email,LinkedIn,47,2022-12-05,2023-01-20,9045,7074.19,1268386,65093,2022-11-25T00:00:00
522,Email - LinkedIn - Dec2022,Email,LinkedIn,63,2022-12-05,2023-01-20,9045,7074.19,1268386,65093,2022-12-01T00:00:00
523,Email - LinkedIn - Dec2022,Email,LinkedIn,12,2022-12-05,2023-01-20,9045,7074.19,1268386,65093,2022-11-30T00:00:00
524,Display - Twitter - Apr2020,Display,Twitter,60,2020-04-23,2020-07-09,4521,4188.6,275581,9732,2020-04-12T00:00:00
525,Display - Twitter - Apr2020,Display,Twitter,3,2020-04-23,2020-07-09,4521,4188.6,275581,9732,2020-04-11T00:00:00
526,Display - Twitter - Apr2020,Display,Twitter,30,2020-04-23,2020-07-09,4521,4188.6,275581,9732,2020-04-13T00:00:00
527,Influencer - LinkedIn - Oct2022,Influencer,LinkedIn,37,2022-10-24,2022-10-31,66751,63519.33,15890087,812789,2022-10-16T00:00:00
528,Influencer - LinkedIn - Oct2022,Influencer,LinkedIn,31,2022-10-24,2022-10-31,66751,63519.33,15890087,812789,2022-10-15T00:00:00
529,Influencer - LinkedIn - Oct2022,Influencer,LinkedIn,56,2022-10-24,2022-10-31,66751,63519.33,15890087,812789,2022-10-11T00:00:00
530,Influencer - TikTok - Dec2024,Influencer,TikTok,46,2024-12-15,2025-01-26,45453,39932.91,10605604,588840,2024-12-06T00:00:00
531,Email - Facebook - Mar2024,Email,Facebook,50,2024-03-11,2024-03-20,7958,8862.75,3445123,248699,2024-03-07T00:00:00
532,Email - Facebook - Mar2024,Email,Facebook,30,2024-03-11,2024-03-20,7958,8862.75,3445123,248699,2024-03-08T00:00:00
533,Email - Facebook - Mar2024,Email,Facebook,18,2024-03-11,2024-03-20,7958,8862.75,3445123,248699,2024-03-08T00:00:00
534,Email - Facebook - Mar2024,Email,Facebook,16,2024-03-11,2024-03-20,7958,8862.75,3445123,248699,2024-03-04T00:00:00
535,Email - Facebook - Mar2024,Email,Facebook,37,2024-03-11,2024-03-20,7958,8862.75,3445123,248699,2024-02-28T00:00:00
536,Video - Facebook - Nov2023,Video,Facebook,22,2023-11-27,2023-12-31,101734,120115.87,20520530,1209907,2023-11-13T00:00:00
537,Video - Facebook - Nov2023,Video,Facebook,5,2023-11-27,2023-12-31,101734,120115.87,20520530,1209907,2023-11-23T00:00:00
538,Video - Facebook - Nov2023,Video,Facebook,54,2023-11-27,2023-12-31,101734,120115.87,20520530,1209907,2023-11-15T00:00:00
539,Video - Facebook - Nov2023,Video,Facebook,26,2023-11-27,2023-12-31,101734,120115.87,20520530,1209907,2023-11-14T00:00:00
540,Video - Facebook - Nov2023,Video,Facebook,6,2023-11-27,2023-12-31,101734,120115.87,20520530,1209907,2023-11-21T00:00:00
541,Display - Twitter - Feb2023,Display,Twitter,18,2023-02-13,2023-04-03,6121,4617.6,1835771,27563,2023-02-08T00:00:00
542,Display - Twitter - Feb2023,Display,Twitter,63,2023-02-13,2023-04-03,6121,4617.6,1835771,27563,2023-02-03T00:00:00
543,Influencer - LinkedIn - Nov2020,Influencer,LinkedIn,14,2020-11-16,2021-01-18,68190,77510.33,37007000,392492,2020-11-14T00:00:00
544,Influencer - LinkedIn - Nov2020,Influencer,LinkedIn,21,2020-11-16,2021-01-18,68190,77510.33,37007000,392492,2020-11-09T00:00:00
545,Influencer - LinkedIn - Nov2020,Influencer,LinkedIn,17,2020-11-16,2021-01-18,68190,77510.33,37007000,392492,2020-11-09T00:00:00
546,Influencer - Facebook - Aug2021,Influencer,Facebook,44,2021-08-27,2021-10-31,21368,18594.53,6359561,344686,2021-08-14T00:00:00
547,Influencer - Facebook - Aug2021,Influencer,Facebook,21,2021-08-27,2021-10-31,21368,18594.53,6359561,344686,2021-08-19T00:00:00
548,Influencer - Facebook - Aug2021,Influencer,Facebook,38,2021-08-27,2021-10-31,21368,18594.53,6359561,344686,2021-08-25T00:00:00
549,Influencer - TikTok - Jun2023,Influencer,TikTok,3,2023-06-02,2023-06-14,23379,23304.13,5579558,78894,2023-05-22T00:00:00
550,Influencer - TikTok - Jun2023,Influencer,TikTok,49,2023-06-02,2023-06-14,23379,23304.13,5579558,78894,2023-05-22T00:00:00
551,Influencer - TikTok - Jun2023,Influencer,TikTok,1,2023-06-02,2023-06-14,23379,23304.13,5579558,78894,2023-05-29T00:00:00
552,Display - TikTok - Aug2023,Display,TikTok,45,2023-08-23,2023-11-07,4008,4498.09,1531034,118637,2023-08-09T00:00:00
553,Display - Twitter - Jan2024,Display,Twitter,2,2024-01-13,2024-02-14,7218,6192.83,2528719,158300,2024-01-04T00:00:00
554,Display - Twitter - Jan2024,Display,Twitter,44,2024-01-13,2024-02-14,7218,6192.83,2528719,158300,2024-01-09T00:00:00
555,Display - Twitter - Jan2024,Display,Twitter,1,2024-01-13,2024-02-14,7218,6192.83,2528719,158300,2024-01-02T00:00:00
556,Display - Twitter - Jan2024,Display,Twitter,51,2024-01-13,2024-02-14,7218,6192.83,2528719,158300,2024-01-08T00:00:00
557,Display - LinkedIn - Jan2024,Display,LinkedIn,50,2024-01-26,2024-02-23,7372,8717.73,3446607,265448,2024-01-16T00:00:00
558,Display - LinkedIn - Jan2024,Display,LinkedIn,10,2024-01-26,2024-02-23,7372,8717.73,3446607,265448,2024-01-18T00:00:00
559,Display - LinkedIn - Jan2024,Display,LinkedIn,11,2024-01-26,2024-02-23,7372,8717.73,3446607,265448,2024-01-24T00:00:00
560,Search - TikTok - Feb2023,Search,TikTok,1,2023-02-24,2023-03-18,9157,6936.4,2213500,29716,2023-02-15T00:00:00
561,Search - TikTok - Feb2023,Search,TikTok,39,2023-02-24,2023-03-18,9157,6936.4,2213500,29716,2023-02-21T00:00:00
562,Search - TikTok - Feb2023,Search,TikTok,63,2023-02-24,2023-03-18,9157,6936.4,2213500,29716,2023-02-20T00:00:00
563,Search - TikTok - Feb2023,Search,TikTok,58,2023-02-24,2023-03-18,9157,6936.4,2213500,29716,2023-02-11T00:00:00
564,Search - TikTok - Feb2023,Search,TikTok,11,2023-02-24,2023-03-18,9157,6936.4,2213500,29716,2023-02-13T00:00:00
565,Display - Google - Jul2022,Display,Google,35,2022-07-14,2022-08-02,25480,19349.16,1016669,56870,2022-07-03T00:00:00
566,Social Media - TikTok - Jan2024,Social Media,TikTok,62,2024-01-17,2024-01-27,2760,3231.46,1201257,55018,2024-01-03T00:00:00
567,Search - LinkedIn - Jun2021,Search,LinkedIn,44,2021-06-12,2021-08-01,72002,82123.02,29527615,2157142,2021-06-08T00:00:00
568,Search - LinkedIn - Jun2021,Search,LinkedIn,59,2021-06-12,2021-08-01,72002,82123.02,29527615,2157142,2021-05-29T00:00:00
569,Search - LinkedIn - Jun2021,Search,LinkedIn,20,2021-06-12,2021-08-01,72002,82123.02,29527615,2157142,2021-05-31T00:00:00
570,Search - LinkedIn - Jun2021,Search,LinkedIn,17,2021-06-12,2021-08-01,72002,82123.02,29527615,2157142,2021-06-01T00:00:00
571,Display - Facebook - Feb2020,Display,Facebook,7,2020-02-17,2020-04-30,23944,28141.77,13793433,667903,2020-02-11T00:00:00
572,Display - Facebook - Feb2020,Display,Facebook,42,2020-02-17,2020-04-30,23944,28141.77,13793433,667903,2020-02-09T00:00:00
573,Display - Facebook - Feb2020,Display,Facebook,5,2020-02-17,2020-04-30,23944,28141.77,13793433,667903,2020-02-11T00:00:00
574,Display - Facebook - Feb2020,Display,Facebook,43,2020-02-17,2020-04-30,23944,28141.77,13793433,667903,2020-02-10T00:00:00
575,Display - Facebook - Feb2020,Display,Facebook,53,2020-02-17,2020-04-30,23944,28141.77,13793433,667903,2020-02-09T00:00:00
576,Social Media - YouTube - Jun2023,Social Media,YouTube,44,2023-06-11,2023-07-04,31793,28267.24,12751067,749714,2023-06-06T00:00:00
577,Social Media - YouTube - Jun2023,Social Media,YouTube,24,2023-06-11,2023-07-04,31793,28267.24,12751067,749714,2023-06-06T00:00:00
578,Search - Google - Jun2023,Search,Google,61,2023-06-06,2023-07-29,40474,38753.51,3511243,83999,2023-05-23T00:00:00
579,Search - Google - Jun2023,Search,Google,38,2023-06-06,2023-07-29,40474,38753.51,3511243,83999,2023-05-30T00:00:00
580,Search - Google - Jun2023,Search,Google,27,2023-06-06,2023-07-29,40474,38753.51,3511243,83999,2023-05-24T00:00:00
581,Social Media - Instagram - Apr2023,Social Media,Instagram,27,2023-04-14,2023-06-05,5028,4511.74,2082708,40208,2023-04-01T00:00:00
582,Social Media - Instagram - Apr2023,Social Media,Instagram,53,2023-04-14,2023-06-05,5028,4511.74,2082708,40208,2023-04-12T00:00:00
583,Social Media - Instagram - Apr2023,Social Media,Instagram,39,2023-04-14,2023-06-05,5028,4511.74,2082708,40208,2023-04-13T00:00:00
584,Social Media - Instagram - Apr2023,Social Media,Instagram,31,2023-04-14,2023-06-05,5028,4511.74,2082708,40208,2023-04-13T00:00:00
585,Social Media - Instagram - Apr2023,Social Media,Instagram,12,2023-04-14,2023-06-05,5028,4511.74,2082708,40208,2023-04-09T00:00:00
586,Video - LinkedIn - Apr2020,Video,LinkedIn,16,2020-04-11,2020-05-05,78122,82792.41,32780273,1290200,2020-03-28T00:00:00
