event_id,event_time,user_id,session_id,page_type,product_id,campaign_id,device,browser,session_duration_seconds
7352,2022-01-04T21:11:28,,session_35807,product_detail,42,,tablet,Safari,1381
7353,2023-04-07T12:52:36,1770,session_52631,cart,,,mobile,Safari,84
7354,2023-06-30T12:24:06,409,session_29252,account,,,tablet,Safari,822
7355,2020-04-04T06:12:14,,session_7769,checkout,,,tablet,Firefox,1771
7356,2024-07-17T16:47:54,1907,session_97376,checkout,,,desktop,Chrome,87
7357,2024-09-11T02:12:55,175,session_88321,account,,,tablet,Firefox,1383
7358,2022-11-09T12:55:04,,session_40561,checkout,,,tablet,Samsung Internet,1585
7359,2021-03-05T09:49:10,,session_60169,account,,,mobile,Firefox,127
7360,2023-07-15T11:10:46,,session_6192,cart,,,tablet,Samsung Internet,150
7361,2021-12-10T05:16:53,95,session_16142,category,,,tablet,Safari,835
7362,2022-04-20T09:01:49,,session_89814,account,,,tablet,Edge,1253
7363,2020-07-03T16:31:07,,session_13005,home,,,mobile,Chrome,591
7364,2022-07-20T12:04:35,,session_20728,search,,,tablet,Firefox,-1572
7365,2021-03-25T08:33:59,4451,session_49119,cart,,,mobile,Firefox,556
7366,2020-08-27T04:09:59,,session_32451,home,,,tablet,Firefox,836
7367,2020-06-01T23:34:18,,session_95260,checkout,,,desktop,Chrome,1157
7368,2022-03-17T04:24:04,3792,session_24312,product_detail,22,,tablet,Edge,749
7369,2021-06-27T17:18:10,,session_78819,checkout,,,desktop,Firefox,957
7370,2024-02-29T14:59:57,4592,session_3574,checkout,,,desktop,Firefox,603
7371,2023-03-24T13:26:28,2470,session_63426,category,,,mobile,Safari,1265
7372,2020-01-18T00:22:43,,session_86777,product_detail,10,,desktop,Safari,1143
7373,2023-06-25T01:34:19,,session_41293,product_detail,2,430,desktop,Firefox,1642
7374,2023-07-29T09:07:10,,session_84663,account,,,mobile,Edge,153
7375,2023-12-11T08:51:56,4398,session_55216,checkout,,,desktop,Chrome,910
7376,2024-04-13T03:47:01,2771,session_28007,product_detail,43,,desktop,Firefox,656
7377,2024-09-01T00:08:38,2283,session_34251,category,,,mobile,Samsung Internet,747
7378,2020-01-13T15:38:15,,session_90765,account,,,mobile,Edge,326
7379,2020-06-19T01:55:51,,session_49548,product_detail,64,,desktop,Samsung Internet,850
7380,2024-09-11T06:06:11,4285,session_48978,cart,,,mobile,Samsung Internet,1392
7381,2020-01-13T20:53:20,,session_83320,account,,,mobile,Samsung Internet,1441
7382,2024-01-13T18:54:22,4914,session_88703,product_detail,2,,mobile,Safari,704
7383,2020-01-06T07:31:11,,session_5439,cart,,,mobile,Chrome,368
7384,2024-08-08T22:43:32,,session_48848,cart,,,tablet,Firefox,994
7385,2023-01-26T01:19:51,,session_9771,checkout,,,tablet,Firefox,552
7386,2021-07-22T00:20:09,,session_58025,category,,,tablet,Edge,1553
7387,2022-12-20T01:02:46,,session_18519,cart,,,tablet,Chrome,1456
7388,2022-03-24T05:58:24,,session_77292,product_detail,21,,desktop,Edge,127
7389,2024-12-17T16:58:20,1365,session_86785,category,,,mobile,Samsung Internet,1768
7390,2021-03-20T16:10:23,,session_1521,cart,,,mobile,Safari,102
7391,2024-11-19T23:36:49,1740,session_87093,home,,,tablet,Samsung Internet,1339
7392,2022-12-01T10:20:37,1849,session_73345,home,,,desktop,Firefox,1742
7393,2022-10-02T02:12:56,2110,session_62779,search,,,tablet,Firefox,448
7394,2020-10-11T01:08:13,,session_95521,product_detail,3,,desktop,Safari,735
7395,2020-07-20T05:20:36,,session_29099,search,,,tablet,Safari,1259
7396,2024-02-27T04:33:44,,session_45343,product_detail,26,,desktop,Chrome,1579
7397,2023-07-02T14:13:50,3258,session_80018,account,,,mobile,Firefox,1360
7398,2020-02-20T03:35:38,,session_81210,search,,,mobile,Samsung Internet,1329
7399,2024-06-06T16:31:31,,session_98677,category,,,mobile,Firefox,104
7400,2024-07-09T00:53:32,2876,session_91254,account,,,desktop,Chrome,1202
7401,2022-02-06T13:37:24,4157,session_92904,home,,,tablet,Safari,1149
7402,2024-06-26T08:23:14,,session_63234,search,,,mobile,Edge,1042
7403,2020-10-12T04:37:14,,session_45679,product_detail,53,456,desktop,Safari,1232
7404,2022-10-25T23:50:46,,session_58984,cart,,,mobile,Safari,549
7405,2022-06-03T18:25:18,1153,session_61791,account,,,tablet,Samsung Internet,1132
7406,2020-10-07T01:58:01,,session_94508,category,,,tablet,Firefox,1662
7407,2024-06-02T16:01:03,4034,session_15754,product_detail,53,,mobile,Safari,599
7408,2022-08-20T02:03:32,,session_99321,search,,,desktop,Samsung Internet,1547
7409,2030-01-01T00:00:00,4149,session_73368,account,,,desktop,Safari,701
7410,2021-01-25T18:16:34,,session_26143,home,,,,,506
7411,2023-11-30T04:23:22,3707,session_96596,account,,,desktop,Chrome,-1043
7412,2021-08-04T03:29:15,,session_11495,product_detail,45,1158,,,485
7413,2022-01-04T17:18:42,389,session_88899,cart,,,mobile,Firefox,1790
7414,2021-11-13T11:19:45,,session_20169,cart,,,mobile,Chrome,1033
7415,2024-08-09T19:59:22,792,session_5671,product_detail,38,,tablet,Firefox,1636
7416,2023-05-05T12:55:00,1304,session_68545,account,,,tablet,Edge,801
7417,2021-10-26T17:17:31,,session_20681,home,,,desktop,Edge,976
7418,2021-12-12T07:54:52,,session_37479,search,,,tablet,Safari,127
7419,2021-05-15T13:26:49,,session_89933,product_detail,49,,tablet,Safari,715
7420,2024-03-04T07:19:37,3739,session_58416,cart,,,mobile,Samsung Internet,213
7421,2020-03-14T20:09:00,,session_25438,search,,,tablet,Chrome,1097
7422,2021-01-10T08:47:06,2038,session_13113,home,,,,,1399
7423,2021-08-27T23:41:43,,session_91031,checkout,,,tablet,Edge,317
7424,2020-10-16T06:34:12,,session_58687,account,,,desktop,Samsung Internet,1019
7425,2021-04-06T11:50:58,,session_83601,account,,,mobile,Edge,932
7426,2023-08-17T02:05:34,,session_98663,product_detail,3,33,tablet,Safari,1672
7427,2023-05-11T07:59:34,,session_41236,product_detail,27,,mobile,Edge,799
7428,2022-02-27T01:04:38,3938,session_31387,home,,,mobile,Firefox,1400
7429,2024-03-07T12:31:31,1040,session_76372,home,,,desktop,Safari,1246
7430,2021-08-07T04:57:06,,session_70944,product_detail,58,246,tablet,Safari,1473
7431,2022-04-29T23:17:29,,session_35001,home,,,desktop,Edge,1297
7432,2022-04-09T04:57:32,,session_29279,search,,,tablet,Safari,1461
7433,2022-11-16T20:11:18,2712,session_22523,search,,,tablet,Chrome,899
7434,2021-01-07T03:46:21,,session_10501,product_detail,55,413,desktop,Samsung Internet,800
7435,2021-06-04T04:27:12,3237,session_75310,home,,,desktop,Edge,124
7436,2020-09-02T05:40:41,1576,session_44301,category,,,tablet,Safari,771
7437,2020-10-01T20:44:12,,session_89707,product_detail,34,90,mobile,Samsung Internet,777
7438,2021-01-10T18:44:00,,session_557,home,,,mobile,Chrome,1714
7439,2024-07-18T17:04:56,,session_12396,account,,,,,898
7440,2020-05-28T13:18:52,,session_74735,cart,,,desktop,Edge,233
7441,2020-11-15T06:13:48,,session_56069,cart,,,mobile,Edge,704
7442,2022-11-08T11:30:11,,session_36463,product_detail,13,,tablet,Safari,1762
7443,2020-03-19T02:43:48,,session_54472,search,,,tablet,Firefox,1048
7444,2024-04-10T03:41:02,,session_9668,checkout,,,desktop,Edge,828
7445,2022-02-18T21:22:58,613,session_33200,category,,,desktop,Samsung Internet,1406
7446,2020-05-04T21:40:24,,session_67489,category,,,desktop,Chrome,1158
7447,2024-10-24T03:19:38,2826,session_99005,search,,,tablet,Samsung Internet,90
7448,2024-11-21T20:49:56,1406,session_19671,account,,,tablet,Edge,594
7449,2024-02-12T15:44:15,,session_72930,search,,,tablet,Firefox,1296
7450,2023-12-09T04:35:03,3010,session_7803,checkout,,,mobile,Safari,1791
7451,2030-01-01T00:00:00,514,session_47922,product_detail,17,,mobile,Edge,701
7452,2021-06-08T22:28:10,,session_22019,category,,,desktop,Safari,1375
7453,2022-11-10T23:46:09,,session_27892,account,,,desktop,Samsung Internet,714
7454,2023-05-23T04:30:53,973,session_17615,cart,,,desktop,Edge,1592
7455,2023-09-14T21:26:37,745,session_65418,cart,,,tablet,Chrome,1411
7456,2020-05-06T11:10:25,,session_4334,product_detail,7,92,tablet,Chrome,1135
7457,2024-08-07T22:06:03,,session_88759,product_detail,1,,tablet,Samsung Internet,745
7458,2021-04-04T18:58:45,1726,session_94262,cart,,,tablet,Edge,1745
7459,2020-06-29T13:33:28,,session_55886,checkout,,,desktop,Chrome,993
7460,2022-05-12T11:05:39,2308,session_17242,checkout,,,mobile,Chrome,1328
7461,2020-12-01T10:46:48,,session_67325,home,,,tablet,Edge,1597
7462,2021-04-12T05:25:46,,session_75341,category,,,tablet,Chrome,957
7463,2021-07-29T01:45:35,,session_58249,cart,,,tablet,Safari,868
7464,2021-02-27T23:41:33,,session_93413,search,,,tablet,Safari,647
7465,2022-07-09T18:32:55,,session_79123,home,,,mobile,Safari,1564
7466,2020-05-06T04:59:03,,session_42783,checkout,,,mobile,Edge,290
7467,2022-07-18T02:56:36,,session_87204,home,,,tablet,Firefox,168
7468,2024-09-25T20:38:32,,session_56168,category,,,tablet,Edge,1678
7469,2020-11-07T18:40:58,,session_61457,category,,,mobile,Edge,1782
7470,2021-03-24T00:16:24,,session_41183,product_detail,42,14,desktop,Edge,227
7471,2024-06-01T09:52:28,2369,session_31160,search,,,tablet,Edge,524
7472,2024-09-12T03:45:54,,session_38239,cart,,,tablet,Firefox,442
7473,2021-10-24T11:25:46,,session_50112,checkout,,,mobile,Safari,1236
7474,2024-11-23T17:52:38,,session_73352,product_detail,58,,mobile,Chrome,518
7475,2020-07-16T08:44:09,,session_88211,product_detail,47,1209,mobile,Chrome,92
7476,2020-11-10T02:45:18,,session_89977,account,,,mobile,Samsung Internet,1757
7477,2020-07-03T15:22:19,,session_3051,account,,,desktop,Samsung Internet,88
7478,2024-07-30T04:39:31,,session_28037,search,,,tablet,Edge,1579
7479,2024-10-27T20:21:10,,session_92564,home,,,mobile,Chrome,835
7480,2021-09-06T18:22:22,,session_88992,search,,,tablet,Firefox,699
7481,2024-05-30T19:06:38,4523,session_29970,home,,,mobile,Safari,468
7482,2020-06-12T14:04:27,,session_30416,product_detail,42,,desktop,Firefox,493
7483,2024-02-07T21:15:24,3256,session_93445,search,,,tablet,Edge,64
7484,2023-10-17T14:09:31,,session_12077,cart,,,mobile,Firefox,1110
7485,2030-01-01T00:00:00,,session_90569,product_detail,13,,,,892
7486,2023-01-13T22:23:16,1554,session_27176,checkout,,,tablet,Chrome,1771
7487,2021-08-28T19:49:34,,session_94695,checkout,,,mobile,Samsung Internet,1318
7488,2020-01-02T09:43:49,,session_40460,account,,,desktop,Edge,280
7489,2024-08-02T16:43:48,1578,session_42475,account,,,desktop,Safari,1615
7490,2022-11-11T06:05:40,,session_39532,category,,,tablet,Samsung Internet,626
7491,2024-11-05T06:35:24,4346,session_30786,checkout,,,desktop,Firefox,657
7492,2021-10-12T09:24:27,,session_27696,search,,,tablet,Samsung Internet,958
7493,2022-09-12T16:03:58,,session_70936,checkout,,,mobile,Safari,-1751
7494,2020-09-03T08:30:57,,session_54099,account,,,desktop,Chrome,800
7495,2024-01-02T02:39:05,,session_76524,cart,,,mobile,Firefox,1800
7496,2021-08-10T10:43:22,,session_66293,checkout,,,desktop,Edge,888
7497,2022-10-03T18:50:48,,session_948,category,,,tablet,Edge,1736
7498,2021-02-09T00:11:58,,session_23365,home,,,mobile,Safari,74
7499,2023-12-26T07:27:05,,session_86317,cart,,,desktop,Firefox,-1558
7500,2023-04-24T13:02:24,,session_26778,home,,,tablet,Chrome,988
7501,2020-08-05T14:45:05,,session_34357,category,,,desktop,Samsung Internet,1407
7502,2023-04-23T07:19:03,,session_98858,home,,,tablet,Firefox,1603
7503,2023-12-23T11:40:08,3082,session_92307,search,,,tablet,Edge,999
7504,2024-06-24T09:08:55,,session_2708,search,,,tablet,Safari,618
7505,2022-01-06T19:04:45,3538,session_42816,home,,,tablet,Samsung Internet,600
7506,2022-11-06T02:46:54,,session_99111,home,,,,,1183
7507,2020-08-14T15:09:28,,session_3859,search,,,tablet,Firefox,297
7508,2023-06-11T12:03:26,88,session_19933,account,,,desktop,Firefox,872
7509,2024-06-30T03:31:10,809,session_62731,product_detail,53,1071,tablet,Safari,220
7510,2021-10-25T20:14:12,,session_95374,home,,,desktop,Chrome,1216
7511,2020-11-07T08:57:26,,session_2798,home,,,desktop,Safari,460
7512,2022-01-15T20:17:29,2504,session_60507,search,,,,,1198
7513,2022-05-31T05:41:42,,session_76066,account,,,mobile,Safari,979
7514,2023-08-12T20:09:42,2137,session_63947,category,,,,,1199
7515,2030-01-01T00:00:00,2190,session_83590,product_detail,47,1026,desktop,Chrome,1388
7516,2024-03-10T04:16:24,3129,session_67616,home,,,mobile,Safari,1728
7517,2024-03-25T02:58:17,,session_8096,product_detail,56,453,mobile,Safari,1327
7518,2023-11-04T17:09:19,,session_88960,account,,,mobile,Firefox,1315
7519,2022-10-26T16:46:01,1690,session_78059,category,,,mobile,Chrome,1005
7520,2023-05-23T12:44:09,,session_70317,checkout,,,mobile,Safari,1026
7521,2023-02-24T22:13:27,,session_5598,checkout,,,mobile,Samsung Internet,1687
7522,2020-06-04T07:47:21,,session_72135,category,,,tablet,Chrome,211
7523,2022-05-29T00:43:01,3595,session_17391,home,,,desktop,Firefox,962
7524,2023-09-04T14:06:19,,session_57014,account,,,,,1494
7525,2023-11-01T12:48:47,,session_95244,search,,,mobile,Firefox,631
7526,2021-02-06T14:36:08,,session_17964,checkout,,,,,891
7527,2022-03-30T15:16:56,,session_21773,account,,,mobile,Edge,665
7528,2022-04-06T17:30:30,,session_5797,search,,,tablet,Samsung Internet,840
7529,2020-01-05T14:50:57,,session_1204,home,,,mobile,Firefox,496
7530,2022-11-21T22:34:19,2915,session_65407,search,,,tablet,Safari,604
7531,2021-01-23T04:17:28,2867,session_26381,search,,,tablet,Edge,1022
7532,2022-07-21T16:16:51,2308,session_89360,product_detail,48,,tablet,Firefox,144
7533,2022-02-17T14:24:06,3403,session_71457,cart,,,,,312
7534,2021-01-29T08:36:45,,session_21226,product_detail,26,1376,desktop,Edge,847
7535,2024-03-26T13:17:36,,session_78568,category,,,desktop,Firefox,1449
7536,2022-02-18T09:42:11,,session_12241,home,,,,,109
7537,2020-08-16T02:20:10,,session_54125,category,,,desktop,Samsung Internet,305
7538,2021-06-15T15:50:13,,session_69846,home,,,tablet,Samsung Internet,98
7539,2021-11-02T07:09:05,,session_74706,category,,,tablet,Edge,833
7540,2020-04-21T10:35:21,,session_62368,home,,,mobile,Edge,1113
7541,2022-03-29T20:11:33,,session_27549,search,,,,,1369
7542,2030-01-01T00:00:00,800,session_99341,account,,,tablet,Chrome,946
7543,2021-03-06T13:11:09,2126,session_19232,home,,,desktop,Chrome,1542
7544,2020-02-11T11:26:42,,session_55789,product_detail,15,,mobile,Chrome,330
7545,2021-05-09T20:52:29,,session_92164,home,,,desktop,Chrome,482
7546,2022-09-23T05:13:27,,session_86528,product_detail,15,1413,tablet,Samsung Internet,1233
7547,2022-09-06T13:10:44,,session_12410,search,,,tablet,Samsung Internet,1270
7548,2030-01-01T00:00:00,,session_81048,home,,,desktop,Edge,136
7549,2024-01-22T13:13:57,3672,session_44816,product_detail,22,,tablet,Safari,1437
7550,2021-10-08T15:30:59,,session_95496,checkout,,,tablet,Chrome,1673
7551,2021-06-14T04:06:38,,session_60929,home,,,desktop,Firefox,173
7552,2022-08-29T11:28:20,,session_22411,cart,,,desktop,Firefox,204
7553,2024-11-26T11:49:54,4972,session_77614,search,,,tablet,Samsung Internet,103
7554,2023-09-27T10:55:40,,session_12724,account,,,mobile,Safari,743
7555,2030-01-01T00:00:00,2490,session_79524,home,,,mobile,Safari,1359
7556,2021-09-02T11:31:21,,session_66341,checkout,,,tablet,Safari,438
7557,2022-05-20T11:44:30,,session_17621,account,,,mobile,Chrome,1280
7558,2021-07-09T10:18:22,,session_49222,search,,,mobile,Edge,1202
7559,2023-05-10T08:25:05,,session_13431,category,,,desktop,Firefox,1531
7560,2020-09-12T15:40:00,,session_84970,checkout,,,mobile,Safari,1701
7561,2020-01-11T14:03:26,,session_22716,home,,,mobile,Firefox,1588
7562,2024-03-08T06:27:47,,session_70285,checkout,,,tablet,Samsung Internet,1009
7563,2022-12-31T06:25:08,,session_80551,account,,,tablet,Safari,1536
7564,2020-05-24T20:26:27,,session_64678,home,,,mobile,Samsung Internet,244
7565,2023-10-11T01:39:59,,session_93165,home,,,desktop,Edge,1718
7566,2022-06-21T22:58:02,,session_86466,cart,,,tablet,Safari,284
7567,2022-08-31T05:55:43,,session_3575,product_detail,7,237,tablet,Chrome,923
7568,2021-06-17T22:10:35,,session_13187,checkout,,,mobile,Chrome,1170
7569,2021-10-20T23:15:50,2531,session_11816,home,,,desktop,Samsung Internet,815
7570,2030-01-01T00:00:00,1099,session_37373,cart,,,tablet,Edge,76
7571,2023-07-24T11:50:50,,session_50374,home,,,tablet,Edge,1767
7572,2020-04-25T05:08:17,,session_54477,home,,,tablet,Edge,445
7573,2023-02-23T15:05:03,,session_43129,product_detail,13,,desktop,Samsung Internet,1151
7574,2022-12-31T18:12:16,,session_2855,product_detail,47,,mobile,Chrome,1514
7575,2022-06-09T00:49:17,1762,session_17387,checkout,,,desktop,Chrome,771
7576,2023-01-23T04:08:23,,session_66855,product_detail,19,,mobile,Firefox,670
7577,2021-10-28T14:26:57,,session_80164,product_detail,2,,mobile,Edge,-1567
7578,2024-02-13T00:21:31,1601,session_6100,checkout,,,desktop,Firefox,1595
7579,2022-10-11T22:10:08,1941,session_59462,search,,,mobile,Chrome,1321
7580,2024-04-01T17:54:44,1060,session_75743,product_detail,12,,tablet,Safari,465
7581,2020-07-06T19:05:56,,session_43616,product_detail,25,,,,1082
7582,2030-01-01T00:00:00,3464,session_12969,cart,,,mobile,Safari,1537
7583,2020-05-24T11:49:53,,session_34856,checkout,,,tablet,Edge,1402
7584,2020-10-05T17:49:29,3846,session_56427,cart,,,mobile,Safari,1110
7585,2021-08-09T04:55:43,,session_72302,category,,,tablet,Chrome,1174
7586,2030-01-01T00:00:00,1559,session_58875,checkout,,,mobile,Firefox,843
7587,2020-02-17T21:15:34,,session_83871,home,,,tablet,Firefox,957
7588,2024-12-11T01:33:21,,session_4384,account,,,mobile,Edge,641
7589,2020-04-04T16:04:48,,session_59668,search,,,mobile,Edge,1145
7590,2024-02-24T01:26:00,,session_27717,account,,,desktop,Firefox,1537
7591,2020-04-14T19:47:41,,session_32794,cart,,,desktop,Chrome,765
7592,2022-04-08T18:42:54,1121,session_83277,cart,,,desktop,Edge,428
7593,2023-07-29T01:13:02,1507,session_4580,product_detail,37,,desktop,Firefox,560
7594,2022-02-13T22:20:55,3699,session_71593,checkout,,,mobile,Chrome,567
7595,2024-08-28T09:20:05,,session_96108,checkout,,,desktop,Chrome,1509
7596,2020-09-18T22:07:26,,session_46499,search,,,desktop,Samsung Internet,222
7597,2024-05-09T17:35:00,,session_20388,checkout,,,desktop,Edge,865
7598,2021-08-25T22:16:08,,session_72114,cart,,,desktop,Samsung Internet,1325
7599,2020-03-31T19:43:10,,session_31575,home,,,desktop,Edge,280
7600,2022-12-08T05:47:46,,session_80233,home,,,desktop,Samsung Internet,352
7601,2020-09-14T19:40:53,,session_69679,account,,,tablet,Safari,1430
7602,2022-04-05T04:03:11,,session_98606,checkout,,,tablet,Safari,283
7603,2024-03-07T04:27:27,4896,session_28776,account,,,tablet,Firefox,1741
7604,2023-12-29T05:31:37,,session_85486,search,,,tablet,Firefox,1264
7605,2021-03-15T19:04:49,,session_49167,category,,,tablet,Samsung Internet,1644
7606,2020-02-24T20:28:21,,session_43945,category,,,desktop,Safari,623
7607,2024-12-30T22:45:29,,session_75309,cart,,,tablet,Chrome,750
7608,2020-07-21T04:59:46,,session_74819,home,,,mobile,Chrome,485
7609,2023-04-30T05:01:01,2563,session_95104,product_detail,18,,desktop,Chrome,1442
7610,2023-08-11T06:48:58,,session_96191,account,,,mobile,Safari,761
7611,2021-11-26T18:53:43,,session_64319,category,,,tablet,Safari,351
7612,2020-01-25T16:47:57,,session_10947,search,,,tablet,Samsung Internet,584
7613,2022-10-01T03:26:14,812,session_7217,product_detail,5,,desktop,Chrome,396
7614,2021-01-31T01:38:03,,session_78419,home,,,tablet,Safari,839
7615,2022-05-04T17:51:03,,session_21420,search,,,,,1752
7616,2020-09-19T05:22:25,,session_42204,checkout,,,desktop,Chrome,720
7617,2020-05-18T12:02:42,,session_28524,search,,,desktop,Samsung Internet,793
7618,2020-08-31T11:56:33,,session_71588,category,,,mobile,Edge,63
7619,2024-10-30T08:50:07,,session_92516,checkout,,,desktop,Edge,1575
7620,2020-06-30T23:26:31,,session_51710,search,,,desktop,Firefox,1750
7621,2022-02-18T09:23:55,,session_28282,product_detail,20,,mobile,Firefox,727
7622,2023-11-03T15:36:12,2621,session_77267,product_detail,36,,tablet,Firefox,722
7623,2023-10-30T21:37:54,4826,session_24471,home,,,tablet,Safari,77
7624,2024-07-08T01:33:09,2463,session_75397,account,,,desktop,Chrome,228
7625,2024-10-04T19:18:17,,session_73687,home,,,,,1189
7626,2022-12-12T23:23:52,3174,session_53006,cart,,,desktop,Chrome,1071
7627,2022-04-30T14:00:02,3284,session_7696,category,,,tablet,Safari,1292
7628,2020-09-22T21:45:16,,session_50707,cart,,,desktop,Chrome,801
7629,2022-07-26T16:04:19,,session_25706,category,,,tablet,Safari,811
7630,2024-10-27T16:18:00,2392,session_35513,search,,,tablet,Firefox,1115
7631,2024-11-19T19:55:29,4354,session_73420,cart,,,desktop,Samsung Internet,243
7632,2022-11-15T07:00:49,2455,session_80163,checkout,,,tablet,Chrome,1790
7633,2022-08-09T12:47:48,2471,session_67298,search,,,mobile,Safari,1074
7634,2021-11-06T15:58:23,,session_82713,checkout,,,,,452
7635,2023-06-23T20:16:56,3412,session_38334,home,,,desktop,Edge,464
7636,2021-03-06T04:49:07,,session_10872,category,,,desktop,Samsung Internet,1473
7637,2023-10-31T16:39:24,,session_37320,product_detail,14,,tablet,Firefox,666
7638,2023-01-09T03:01:17,1078,session_16211,cart,,,mobile,Firefox,390
7639,2021-12-26T06:46:39,4638,session_14464,search,,,desktop,Chrome,137
7640,2023-01-11T18:29:00,,session_97287,checkout,,,tablet,Chrome,1608
7641,2023-05-27T10:30:30,,session_4810,search,,,desktop,Chrome,486
7642,2020-11-11T16:27:37,,session_86150,cart,,,desktop,Safari,292
7643,2024-10-14T21:36:13,4470,session_59019,product_detail,33,,tablet,Edge,1531
7644,2023-01-16T12:44:32,,session_87657,search,,,tablet,Chrome,1716
7645,2020-04-17T22:01:42,,session_68346,search,,,mobile,Samsung Internet,953
7646,2022-02-06T10:54:34,440,session_75488,home,,,tablet,Chrome,1039
7647,2030-01-01T00:00:00,,session_30482,checkout,,,desktop,Edge,902
7648,2020-05-02T09:42:07,,session_70752,account,,,desktop,Chrome,1276
7649,2024-11-29T22:19:43,1865,session_1510,account,,,tablet,Edge,1431
7650,2022-05-23T23:32:29,1848,session_58170,category,,,desktop,Edge,147
7651,2020-07-12T10:01:04,1052,session_26681,search,,,tablet,Firefox,1422
7652,2022-06-14T18:53:49,1220,session_17283,checkout,,,desktop,Edge,1308
7653,2023-09-17T09:54:23,4238,session_57238,search,,,mobile,Samsung Internet,-1012
7654,2024-04-29T16:19:54,,session_73579,cart,,,mobile,Samsung Internet,189
7655,2020-07-27T12:48:37,,session_42525,cart,,,desktop,Edge,1410
7656,2023-02-18T18:43:37,,session_97321,checkout,,,tablet,Chrome,860
7657,2024-12-21T16:01:48,4156,session_2695,home,,,mobile,Edge,955
7658,2020-04-16T02:05:22,,session_83791,account,,,desktop,Samsung Internet,540
7659,2022-09-15T10:27:01,,session_75719,product_detail,55,,tablet,Edge,1080
7660,2024-09-15T01:05:19,467,session_8769,account,,,tablet,Chrome,1683
7661,2021-11-08T16:55:06,,session_61809,account,,,tablet,Chrome,1059
7662,2024-08-03T23:55:28,2390,session_85764,home,,,desktop,Firefox,1089
7663,2023-11-25T19:19:27,600,session_11959,category,,,desktop,Chrome,1041
7664,2021-10-31T23:40:18,1642,session_42635,product_detail,1,,mobile,Chrome,1740
7665,2023-05-27T11:59:59,2471,session_75638,checkout,,,desktop,Safari,1705
7666,2020-11-25T02:15:48,,session_23284,home,,,desktop,Edge,1668
7667,2022-05-17T15:37:10,,session_37055,account,,,mobile,Chrome,945
7668,2030-01-01T00:00:00,,session_56745,checkout,,,desktop,Chrome,1604
7669,2022-04-28T09:59:11,,session_75993,product_detail,11,,tablet,Safari,1296
7670,2023-01-30T08:58:12,,session_88013,product_detail,36,702,tablet,Edge,1424
7671,2021-11-07T14:49:27,,session_56298,cart,,,desktop,Chrome,1215
7672,2023-07-17T13:00:55,,session_33037,search,,,mobile,Edge,77
7673,2021-02-06T16:00:31,,session_22532,category,,,desktop,Chrome,607
7674,2024-10-31T13:44:32,,session_83442,category,,,tablet,Edge,-184
7675,2021-08-27T14:20:50,,session_90505,product_detail,40,,mobile,Firefox,461
7676,2021-03-18T23:19:47,,session_70554,product_detail,64,1109,desktop,Firefox,354
7677,2022-11-19T04:00:16,,session_67591,checkout,,,tablet,Firefox,1618
7678,2020-08-26T16:17:04,,session_57497,product_detail,9,,tablet,Firefox,790
7679,2022-12-27T20:38:27,,session_31132,home,,,desktop,Samsung Internet,998
7680,2024-05-24T07:20:47,1623,session_47046,search,,,tablet,Edge,63
7681,2020-07-22T04:56:49,,session_73607,search,,,tablet,Samsung Internet,204
7682,2024-10-14T13:00:57,,session_63239,checkout,,,desktop,Chrome,1260
7683,2022-08-18T16:19:48,,session_70332,home,,,tablet,Edge,181
7684,2024-04-03T05:10:08,,session_25328,product_detail,44,,desktop,Samsung Internet,122
7685,2022-03-15T04:54:07,,session_60370,account,,,mobile,Safari,357
7686,2020-06-26T05:50:11,,session_49913,category,,,desktop,Firefox,392
7687,2022-04-22T02:43:19,,session_31810,home,,,desktop,Chrome,675
7688,2023-11-15T03:13:47,1256,session_16928,checkout,,,tablet,Chrome,817
7689,2024-03-21T02:52:03,,session_53346,search,,,desktop,Safari,1788
7690,2020-03-31T02:01:39,,session_52933,home,,,tablet,Safari,613
7691,2022-08-29T18:49:03,2058,session_54252,checkout,,,mobile,Edge,213
7692,2024-07-31T05:51:20,156,session_54469,cart,,,,,1427
7693,2020-03-30T03:01:24,,session_14044,home,,,mobile,Edge,1669
7694,2021-03-19T08:52:13,,session_29455,category,,,mobile,Firefox,637
7695,2023-02-21T20:27:16,1986,session_61623,checkout,,,mobile,Firefox,461
7696,2020-06-11T11:14:51,,session_48387,home,,,desktop,Safari,359
7697,2022-12-05T08:17:24,3947,session_64286,category,,,desktop,Safari,216
7698,2022-04-05T12:07:38,2885,session_35140,cart,,,desktop,Edge,1143
7699,2023-01-01T14:48:14,,session_4984,cart,,,tablet,Chrome,167
7700,2022-09-25T13:26:48,3092,session_63294,search,,,desktop,Samsung Internet,762
7701,2022-12-06T22:03:01,1539,session_94019,home,,,tablet,Samsung Internet,831
7702,2022-10-04T13:24:19,1450,session_86758,search,,,mobile,Samsung Internet,564
7703,2024-11-15T04:13:26,1778,session_19382,search,,,desktop,Samsung Internet,1676
7704,2020-05-05T05:03:09,,session_91811,cart,,,tablet,Safari,907
7705,2021-08-17T23:04:01,,session_55818,category,,,tablet,Edge,1584
7706,2023-05-19T00:31:26,,session_76714,search,,,desktop,Samsung Internet,1600
7707,2030-01-01T00:00:00,,session_33595,search,,,desktop,Chrome,876
7708,2024-10-25T23:24:57,3283,session_23716,search,,,tablet,Samsung Internet,730
7709,2023-04-10T15:34:07,,session_674,search,,,mobile,Edge,801
